Modulation,FLL_BW,Costas_BW,SymSync_BW,PreambleSize,NoiseVolt,FreqOffset,TimeOffset,Platform,PDR,BER,MatchedPkts,TotalPkts,ElapsedSec
BPSK,0.0314,0.0628,0.25,16,0.25,0.005,1.0001,software,50.0,0.0125,5,10,0.06192970275878906
BPSK,0.0314,0.0628,0.055,48,0.25,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.0671846866607666
BPSK,0.0314,0.0628,0.115,48,0.18,0.005,1.0,hardware,50.0,0.0125,5,10,0.06418800354003906
BPSK,0.19,0.0628,0.025,32,0.02,-0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.07159161567687988
BPSK,0.0314,0.0628,0.5,16,0.18,0.005,0.9996,hardware,0.0,0.025,0,10,0.10705351829528809
BPSK,0.0314,0.0628,1.0,48,0.18,0.005,1.0001,software,0.0,0.025,0,10,0.09241819381713867
QPSK,0.026,0.1,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07842683792114258
BPSK,0.0314,0.0628,0.115,32,0.5,0.005,1.0,software,50.0,0.0125,5,10,0.06899142265319824
BPSK,0.0314,0.0628,0.25,64,0.35,0.005,1.0001,hardware,60.0,0.010000000000000002,6,10,0.08707308769226074
QPSK,0.0314,0.0628,0.5,24,0.08,0.005,1.0,hardware,0.0,0.025,0,10,0.06071209907531738
QPSK,0.0314,0.0628,0.055,64,0.02,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.061153411865234375
BPSK,0.0314,0.0628,0.115,64,0.08,0.005,0.9996,software,60.0,0.010000000000000002,6,10,0.0692436695098877
QPSK,0.0314,0.0628,0.055,64,0.08,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.05809926986694336
BPSK,0.0314,0.0628,1.0,48,0.05,0.005,0.9992,software,0.0,0.025,0,10,0.07155823707580566
BPSK,0.0314,0.0628,0.115,64,0.18,0.005,1.0004,hardware,50.0,0.0125,5,10,0.07094931602478027
BPSK,0.0314,0.0628,0.01,48,0.02,0.005,0.9992,software,40.0,0.015,4,10,0.08405852317810059
BPSK,0.19,0.1,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.06125831604003906
QPSK,0.0314,0.0628,0.055,48,0.35,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.05974125862121582
BPSK,0.0314,0.0628,1.0,48,0.5,0.005,1.0001,software,0.0,0.025,0,10,0.06028890609741211
BPSK,0.0314,0.0628,0.055,48,0.25,0.005,1.0004,hardware,80.0,0.005000000000000001,8,10,0.06421804428100586
QPSK,0.0314,0.075,0.23,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06500124931335449
BPSK,0.0314,0.0628,1.0,32,0.18,0.005,1.0001,hardware,0.0,0.025,0,10,0.06601858139038086
BPSK,0.0314,1.0,0.4,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04799199104309082
BPSK,0.0314,0.0628,0.115,16,0.08,0.005,0.9996,hardware,80.0,0.005000000000000001,8,10,0.06242942810058594
QPSK,0.0314,0.0628,0.25,64,0.18,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.05450558662414551
BPSK,0.0314,0.0628,0.25,32,0.25,0.005,0.9996,hardware,50.0,0.0125,5,10,0.05092930793762207
BPSK,0.0314,0.0628,0.5,16,0.05,0.005,1.0008,hardware,0.0,0.025,0,10,0.05564522743225098
QPSK,0.0314,0.0628,0.115,32,0.12,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.0614168643951416
QPSK,0.0314,0.0628,0.115,16,0.5,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.05348062515258789
QPSK,0.0314,0.0628,0.115,64,0.08,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.06739544868469238
BPSK,0.055,0.03,0.025,32,0.02,-0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.04932117462158203
BPSK,0.0314,0.0628,0.25,24,0.05,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06847524642944336
QPSK,0.0314,0.1,0.025,32,0.02,-0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.06482934951782227
BPSK,0.0314,0.0628,0.115,48,0.05,0.005,1.0004,hardware,40.0,0.015,4,10,0.06243324279785156
QPSK,0.0314,0.0628,1.0,24,0.05,0.005,0.9996,hardware,0.0,0.025,0,10,0.06095457077026367
QPSK,0.018,0.0628,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.06226348876953125
QPSK,0.0314,0.0628,0.055,24,0.0,0.005,1.0001,software,90.0,0.0,9,10,0.05213594436645508
BPSK,0.0314,0.0628,0.25,64,0.0,0.005,1.0001,hardware,70.0,0.15,7,10,0.1055295467376709
QPSK,0.0314,0.0628,0.5,48,0.0,0.005,1.0001,software,0.0,0.5,0,10,0.07784771919250488
QPSK,0.0314,0.25,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.07015347480773926
QPSK,0.0314,0.0628,0.01,64,0.08,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07102060317993164
BPSK,0.0314,0.0628,0.025,48,0.0,0.005,0.9996,software,90.0,0.0,9,10,0.0580897331237793
BPSK,0.0314,0.0628,0.5,64,0.0,0.005,0.9999,hardware,0.0,0.5,0,10,0.06603837013244629
QPSK,0.0314,0.0628,1.0,16,0.05,0.005,1.0,hardware,0.0,0.025,0,10,0.06249690055847168
QPSK,0.0314,0.0628,0.025,32,0.05,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06443929672241211
BPSK,0.5,0.0628,0.025,32,0.02,0.03,1.0,software,0.0,0.025,0,10,0.06535983085632324
QPSK,0.0314,0.0628,0.01,24,0.5,0.005,0.9996,software,70.0,0.0075,7,10,0.0464329719543457
BPSK,0.0314,0.0628,0.25,24,0.12,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.049422264099121094
QPSK,0.0314,0.0628,0.25,16,0.12,0.005,1.0001,software,80.0,0.005000000000000001,8,10,0.05904793739318848
BPSK,0.0314,0.0628,0.25,16,0.12,0.005,1.0004,software,40.0,0.015,4,10,0.06592488288879395
QPSK,0.0314,0.0628,1.0,24,0.18,0.005,0.9992,hardware,0.0,0.025,0,10,0.05704903602600098
BPSK,0.0314,0.0628,0.25,24,0.05,0.005,1.0004,hardware,30.0,0.017499999999999998,3,10,0.07416391372680664
BPSK,0.0314,0.0628,0.055,64,0.05,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.07270240783691406
BPSK,0.0314,0.0628,0.025,64,0.0,0.005,1.0008,hardware,90.0,0.0,9,10,0.06938886642456055
QPSK,0.0314,0.0628,0.025,64,0.25,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.07340168952941895
BPSK,0.35,0.03,0.025,32,0.02,-0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.06853699684143066
QPSK,0.0314,0.0628,0.055,64,0.25,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.06110429763793945
BPSK,0.0314,0.0628,0.055,48,0.5,0.005,1.0004,software,30.0,0.017499999999999998,3,10,0.06127357482910156
QPSK,0.0314,0.0628,0.115,48,0.12,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.05443429946899414
BPSK,0.0314,0.0628,0.01,16,0.08,0.005,1.0008,hardware,10.0,0.022500000000000003,1,10,0.05844283103942871
QPSK,0.0314,0.35,0.18,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07357978820800781
BPSK,0.0314,0.0628,1.0,16,0.12,0.005,1.0004,software,0.0,0.025,0,10,0.08608222007751465
BPSK,0.0314,0.165,0.045,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.059359073638916016
BPSK,0.0314,0.0628,0.115,24,0.08,0.005,1.0004,software,60.0,0.010000000000000002,6,10,0.05814981460571289
QPSK,0.0314,0.0628,0.5,64,0.5,0.005,0.9996,software,20.0,0.020000000000000004,2,10,0.06796669960021973
QPSK,0.0314,0.0628,0.115,48,0.08,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.05109906196594238
BPSK,0.0314,0.0628,0.025,48,0.08,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.06297111511230469
QPSK,0.0314,0.0628,0.5,32,0.25,0.005,0.9992,software,0.0,0.025,0,10,0.05023384094238281
QPSK,0.0314,0.0628,0.01,64,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.05703258514404297
BPSK,0.0314,0.0628,0.055,32,0.0,0.005,1.0001,software,90.0,0.0,9,10,0.06839179992675781
QPSK,0.0314,0.0628,0.025,24,0.05,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.10079026222229004
BPSK,0.0314,0.0628,0.055,32,0.25,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.05429530143737793
QPSK,0.0314,0.0628,0.115,16,0.05,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.06011605262756348
QPSK,0.0314,0.0628,1.0,48,0.0,0.005,1.0008,software,0.0,0.5,0,10,0.06198859214782715
BPSK,0.0314,0.0628,0.5,32,0.35,0.005,1.0004,software,0.0,0.025,0,10,0.06851696968078613
BPSK,0.0314,0.0628,1.0,16,0.08,0.005,0.9996,software,0.0,0.025,0,10,0.07935404777526855
QPSK,0.0314,0.0628,0.025,16,0.08,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.051369428634643555
BPSK,0.25,0.0628,0.025,32,0.02,-0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.061722517013549805
QPSK,0.0314,0.0628,0.025,64,0.12,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.06801390647888184
BPSK,0.0314,0.0628,0.025,16,0.35,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.05584263801574707
BPSK,0.5,0.0628,0.025,32,0.02,-0.02,1.0,software,0.0,0.025,0,10,0.04648113250732422
BPSK,0.0314,0.0628,0.115,24,0.5,0.005,1.0,software,70.0,0.0075,7,10,0.06544971466064453
BPSK,0.0314,0.0628,1.0,24,0.5,0.005,1.0004,hardware,0.0,0.025,0,10,0.06867504119873047
QPSK,0.0314,0.0628,1.0,24,0.5,0.005,0.9992,hardware,0.0,0.025,0,10,0.059821367263793945
QPSK,0.0314,0.0628,0.01,16,0.08,0.005,1.0008,hardware,20.0,0.020000000000000004,2,10,0.056954145431518555
QPSK,0.042,0.0628,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0576014518737793
BPSK,0.0314,0.0628,0.055,24,0.08,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.051554203033447266
BPSK,0.25,0.0628,0.025,32,0.02,-0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.07685232162475586
BPSK,0.35,0.03,0.025,32,0.02,0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.058148860931396484
BPSK,0.0314,0.0628,0.25,48,0.5,0.005,1.0,hardware,40.0,0.015,4,10,0.06654739379882812
BPSK,0.042,0.03,0.025,32,0.02,-0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0531160831451416
BPSK,0.0314,0.0628,0.055,32,0.18,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.062204599380493164
BPSK,0.0314,0.0628,0.25,16,0.02,0.005,0.9992,hardware,40.0,0.015,4,10,0.05493736267089844
BPSK,0.0314,0.0628,0.5,16,0.05,0.005,0.9999,hardware,0.0,0.025,0,10,0.05775928497314453
BPSK,0.0314,0.0628,0.115,16,0.12,0.005,1.0001,software,80.0,0.005000000000000001,8,10,0.06441736221313477
BPSK,0.0314,0.0628,0.115,24,0.18,0.005,0.9999,software,60.0,0.010000000000000002,6,10,0.06159162521362305
BPSK,0.0314,0.0628,0.115,16,0.0,0.005,0.9999,hardware,80.0,0.1,8,10,0.06373834609985352
BPSK,0.14,0.03,0.025,32,0.02,0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.06736207008361816
BPSK,0.0314,0.005,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06738924980163574
BPSK,0.0314,0.0628,0.055,48,0.12,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.07298588752746582
BPSK,0.0314,0.5,0.3,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0629429817199707
QPSK,0.0314,0.0628,0.055,64,0.35,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.07012104988098145
BPSK,0.0314,0.09,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.05269908905029297
BPSK,0.5,0.1,0.025,32,0.02,0.03,1.0,software,0.0,0.025,0,10,0.08410930633544922
BPSK,0.0314,0.0628,1.0,64,0.35,0.005,1.0001,software,0.0,0.025,0,10,0.06611180305480957
QPSK,0.0314,0.0628,0.25,64,0.02,0.005,1.0,software,0.0,0.025,0,10,0.057311296463012695
BPSK,0.0314,0.0628,0.055,64,0.0,0.005,1.0008,hardware,70.0,0.15,7,10,0.05632615089416504
QPSK,0.0314,0.0628,0.025,24,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06388092041015625
BPSK,0.0314,0.0628,0.7,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.05878639221191406
QPSK,0.0314,0.0628,1.0,16,0.08,0.005,0.9996,software,0.0,0.025,0,10,0.05366683006286621
BPSK,0.0314,0.0628,0.115,24,0.5,0.005,0.9999,hardware,60.0,0.010000000000000002,6,10,0.057007789611816406
QPSK,0.0314,0.0628,1.0,16,0.25,0.005,1.0001,software,0.0,0.025,0,10,0.05865049362182617
BPSK,0.0314,0.35,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.07690620422363281
BPSK,0.0314,0.0628,0.115,32,0.08,0.005,0.9996,software,50.0,0.0125,5,10,0.07593226432800293
QPSK,0.0314,0.0628,0.5,32,0.0,0.005,1.0,hardware,0.0,0.5,0,10,0.08076333999633789
BPSK,0.0314,0.0628,0.115,32,0.18,0.005,0.9996,software,60.0,0.010000000000000002,6,10,0.08199906349182129
BPSK,0.0314,0.005,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.058129072189331055
QPSK,0.0314,0.0628,0.25,64,0.35,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.0578007698059082
BPSK,0.0314,0.0628,1.0,48,0.5,0.005,0.9999,software,0.0,0.025,0,10,0.11676502227783203
QPSK,0.0314,0.0628,0.5,24,0.5,0.005,0.9992,hardware,10.0,0.022500000000000003,1,10,0.050682783126831055
BPSK,0.1,0.1,0.025,32,0.02,-0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.061821699142456055
BPSK,0.0314,0.0628,0.25,48,0.35,0.005,0.9996,hardware,70.0,0.0075,7,10,0.06390810012817383
QPSK,0.0314,0.0628,0.01,16,0.35,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.05212831497192383
BPSK,0.0314,0.0628,0.025,64,0.0,0.005,0.9999,hardware,90.0,0.0,9,10,0.06399059295654297
BPSK,0.0314,0.0628,0.25,16,0.05,0.005,1.0001,software,40.0,0.015,4,10,0.062398672103881836
BPSK,0.0314,0.005,0.23,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.07308578491210938
BPSK,0.19,0.0628,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.05192971229553223
BPSK,0.0314,0.0628,0.5,64,0.08,0.005,0.9992,hardware,0.0,0.025,0,10,0.07816433906555176
QPSK,0.0314,0.0628,1.0,24,0.35,0.005,1.0,software,0.0,0.025,0,10,0.05849051475524902
QPSK,0.0314,0.0628,0.25,48,0.12,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.0565798282623291
BPSK,0.5,0.03,0.025,32,0.02,0.03,1.0,hardware,0.0,0.025,0,10,0.06760263442993164
BPSK,0.0314,0.0628,0.5,24,0.08,0.005,0.9992,hardware,0.0,0.025,0,10,0.07086777687072754
QPSK,0.0314,0.0628,0.01,48,0.5,0.005,1.0008,hardware,20.0,0.020000000000000004,2,10,0.07285904884338379
QPSK,0.0314,0.035,0.09,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.060461997985839844
QPSK,0.0314,0.0628,0.115,48,0.18,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.05587577819824219
QPSK,0.5,0.03,0.025,32,0.02,-0.03,1.0,software,0.0,0.025,0,10,0.07268047332763672
QPSK,0.0314,0.075,0.09,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.05798172950744629
QPSK,0.0314,0.0628,0.055,24,0.08,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.07553625106811523
QPSK,0.0314,0.0628,1.0,64,0.05,0.005,1.0008,software,0.0,0.025,0,10,0.0571293830871582
QPSK,0.0314,0.0628,0.025,16,0.35,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.04796314239501953
BPSK,0.0314,0.0628,0.115,64,0.02,0.005,0.9992,hardware,60.0,0.010000000000000002,6,10,0.05592918395996094
BPSK,0.0314,0.0628,0.115,16,0.18,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.053757667541503906
BPSK,0.0314,0.0628,0.5,48,0.02,0.005,1.0001,software,0.0,0.025,0,10,0.048534393310546875
BPSK,0.0314,0.0628,0.115,64,0.08,0.005,1.0001,hardware,50.0,0.0125,5,10,0.06475090980529785
BPSK,0.0314,0.0628,0.055,24,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.05231523513793945
BPSK,0.0314,0.0628,0.5,64,0.08,0.005,1.0004,hardware,0.0,0.025,0,10,0.05529046058654785
QPSK,0.0314,0.0628,0.025,16,0.0,0.005,0.9996,hardware,90.0,0.0,9,10,0.05237245559692383
BPSK,0.0314,0.0628,0.01,32,0.0,0.005,1.0001,software,90.0,0.0,9,10,0.05928635597229004
BPSK,0.0314,0.0628,0.115,16,0.02,0.005,1.0,hardware,70.0,0.0075,7,10,0.048506975173950195
QPSK,0.0314,0.0628,0.25,32,0.12,0.005,0.9996,software,60.0,0.010000000000000002,6,10,0.06376862525939941
BPSK,0.0314,0.0628,0.055,24,0.25,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.0714426040649414
QPSK,0.0314,0.045,0.145,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.07105469703674316
QPSK,0.0314,0.0628,0.115,64,0.12,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.05426454544067383
BPSK,0.0314,0.0628,0.01,64,0.5,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.06630682945251465
QPSK,0.0314,0.0628,0.025,64,0.18,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.06337332725524902
QPSK,0.0314,0.0628,1.0,48,0.35,0.005,1.0,hardware,0.0,0.025,0,10,0.0569612979888916
BPSK,0.0314,0.0628,0.01,64,0.18,0.005,0.9992,hardware,70.0,0.0075,7,10,0.07436132431030273
BPSK,0.0314,0.0628,0.055,24,0.5,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.059917449951171875
BPSK,0.0314,0.25,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06376504898071289
BPSK,0.0314,0.0628,1.0,16,0.5,0.005,1.0001,software,0.0,0.025,0,10,0.06933307647705078
QPSK,0.0314,0.0628,0.025,64,0.35,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.055849552154541016
BPSK,0.0314,0.0628,0.25,32,0.08,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.06843137741088867
QPSK,0.0314,0.165,1.0,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.06054520606994629
BPSK,0.0314,0.0628,0.25,48,0.5,0.005,0.9996,software,0.0,0.025,0,10,0.07278847694396973
BPSK,0.0314,0.0628,0.25,32,0.18,0.005,1.0008,hardware,70.0,0.0075,7,10,0.054640769958496094
BPSK,0.0314,0.0628,1.0,32,0.08,0.005,1.0001,hardware,0.0,0.025,0,10,0.06274843215942383
QPSK,0.0314,0.0628,0.01,16,0.5,0.005,1.0,software,80.0,0.005000000000000001,8,10,0.05996847152709961
QPSK,0.0314,0.0628,0.025,16,0.08,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.09131550788879395
BPSK,0.0314,0.5,0.115,32,0.15,0.0,1.0,software,50.0,0.0125,5,10,0.05272817611694336
BPSK,0.0314,0.0628,0.055,64,0.5,0.005,1.0,hardware,50.0,0.0125,5,10,0.06869697570800781
BPSK,0.0314,0.0628,0.115,64,0.5,0.005,0.9999,software,60.0,0.010000000000000002,6,10,0.05061078071594238
BPSK,0.0314,0.0628,1.0,48,0.5,0.005,0.9992,software,0.0,0.025,0,10,0.05707955360412598
BPSK,0.0314,0.0628,0.25,24,0.18,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06609654426574707
QPSK,0.0314,0.0628,1.0,64,0.25,0.005,0.9992,hardware,0.0,0.025,0,10,0.06842923164367676
QPSK,0.19,0.1,0.025,32,0.02,0.0,1.0,software,20.0,0.020000000000000004,2,10,0.05037426948547363
BPSK,0.0314,0.0628,0.01,16,0.25,0.005,1.0004,software,70.0,0.0075,7,10,0.0594937801361084
BPSK,0.0314,0.0628,0.055,32,0.25,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.04741525650024414
BPSK,0.0314,0.0628,0.25,64,0.25,0.005,0.9992,software,70.0,0.0075,7,10,0.06896376609802246
QPSK,0.0314,0.005,0.3,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.05516839027404785
QPSK,0.0314,0.135,0.025,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.06598377227783203
BPSK,0.0314,0.0628,0.25,16,0.0,0.005,1.0001,hardware,60.0,0.2,6,10,0.05522799491882324
QPSK,0.0314,0.0628,1.0,16,0.18,0.005,1.0008,software,0.0,0.025,0,10,0.0469059944152832
QPSK,0.0314,0.0628,1.0,16,0.35,0.005,0.9992,software,0.0,0.025,0,10,0.05401468276977539
BPSK,0.0314,0.0628,0.055,32,0.02,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.07063484191894531
QPSK,0.0314,0.0628,0.025,24,0.0,0.005,1.0004,hardware,90.0,0.0,9,10,0.0474245548248291
QPSK,0.01,0.1,0.025,32,0.02,-0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.05937361717224121
QPSK,0.0314,0.0628,0.5,32,0.08,0.005,1.0008,software,0.0,0.025,0,10,0.06750249862670898
BPSK,0.0314,0.0628,0.025,16,0.35,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.057684898376464844
QPSK,0.0314,0.0628,0.25,64,0.5,0.005,1.0001,hardware,60.0,0.010000000000000002,6,10,0.05743265151977539
BPSK,0.055,0.03,0.025,32,0.02,0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0673673152923584
QPSK,0.0314,0.0628,1.0,24,0.08,0.005,1.0004,software,0.0,0.025,0,10,0.058287620544433594
BPSK,0.0314,0.0628,0.115,16,0.05,0.005,1.0004,software,80.0,0.005000000000000001,8,10,0.06171011924743652
BPSK,0.0314,0.25,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0816354751586914
BPSK,0.0314,0.0628,0.025,64,0.5,0.005,1.0,hardware,30.0,0.017499999999999998,3,10,0.06190061569213867
QPSK,0.0314,0.0628,0.01,48,0.35,0.005,1.0004,software,40.0,0.015,4,10,0.06726479530334473
BPSK,0.0314,0.0628,0.055,16,0.08,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.05232882499694824
QPSK,0.14,0.0628,0.025,32,0.02,0.02,1.0,hardware,10.0,0.022500000000000003,1,10,0.0654900074005127
BPSK,0.0314,0.0628,0.055,32,0.05,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.056891679763793945
QPSK,0.0314,0.0628,0.25,24,0.0,0.005,1.0008,hardware,0.0,0.5,0,10,0.05265688896179199
QPSK,0.0314,0.0628,0.25,32,0.08,0.005,1.0008,software,90.0,0.0025000000000000005,9,10,0.07580304145812988
QPSK,0.0314,0.0628,1.0,32,0.08,0.005,1.0001,software,0.0,0.025,0,10,0.09499287605285645
QPSK,0.0314,0.0628,0.25,16,0.0,0.005,0.9992,hardware,80.0,0.1,8,10,0.05834054946899414
BPSK,0.0314,0.0628,0.115,32,0.02,0.005,1.0008,software,60.0,0.010000000000000002,6,10,0.08305072784423828
QPSK,0.0314,0.075,0.115,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.05506706237792969
QPSK,0.0314,0.0628,0.025,16,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.04318952560424805
BPSK,0.0314,0.0628,0.25,48,0.05,0.005,1.0001,hardware,60.0,0.010000000000000002,6,10,0.06872153282165527
BPSK,0.075,0.0628,0.025,32,0.02,-0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.06837916374206543
QPSK,0.0314,0.0628,0.5,32,0.12,0.005,1.0004,software,0.0,0.025,0,10,0.048995018005371094
BPSK,0.0314,0.0628,0.18,32,0.15,0.0,1.0,software,20.0,0.020000000000000004,2,10,0.06055116653442383
BPSK,0.0314,0.0628,1.0,32,0.18,0.005,1.0004,hardware,0.0,0.025,0,10,0.05174446105957031
BPSK,0.0314,0.0628,1.0,32,0.0,0.005,1.0004,hardware,0.0,0.5,0,10,0.07030224800109863
BPSK,0.35,0.03,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.048432111740112305
QPSK,0.0314,0.0628,0.115,48,0.02,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.06190085411071777
QPSK,0.0314,0.0628,0.115,24,0.08,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.05392026901245117
BPSK,0.0314,0.0628,1.0,24,0.08,0.005,1.0004,software,0.0,0.025,0,10,0.05831098556518555
QPSK,0.0314,0.0628,0.115,48,0.05,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.054630279541015625
QPSK,0.0314,0.0628,1.0,16,0.25,0.005,0.9999,software,0.0,0.025,0,10,0.05981636047363281
QPSK,0.026,0.0628,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.06461572647094727
QPSK,0.055,0.1,0.025,32,0.02,0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.05468297004699707
QPSK,0.0314,0.0628,0.01,48,0.12,0.005,1.0008,software,30.0,0.017499999999999998,3,10,0.043947696685791016
BPSK,0.0314,0.0628,0.115,24,0.35,0.005,1.0004,software,60.0,0.010000000000000002,6,10,0.06335282325744629
QPSK,0.0314,0.0628,1.0,32,0.5,0.005,0.9992,software,0.0,0.025,0,10,0.05932736396789551
QPSK,0.055,0.0628,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.05914425849914551
QPSK,0.0314,0.0628,0.055,24,0.02,0.005,1.0008,software,90.0,0.0025000000000000005,9,10,0.05020570755004883
BPSK,0.0314,0.0628,1.0,48,0.0,0.005,1.0001,hardware,0.0,0.5,0,10,0.06955313682556152
BPSK,0.0314,0.0628,0.055,32,0.18,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.06344294548034668
QPSK,0.0314,0.0628,1.0,48,0.35,0.005,0.9996,software,0.0,0.025,0,10,0.05138111114501953
BPSK,0.0314,0.35,0.145,32,0.15,0.0,1.0,software,40.0,0.015,4,10,0.0736393928527832
QPSK,0.0314,0.0628,0.055,32,0.5,0.005,0.9999,hardware,80.0,0.005000000000000001,8,10,0.05307316780090332
QPSK,0.0314,0.0628,1.0,16,0.18,0.005,1.0,software,0.0,0.025,0,10,0.051171302795410156
