Modulation,FLL_BW,Costas_BW,SymSync_BW,PreambleSize,NoiseVolt,FreqOffset,TimeOffset,Platform,PDR,BER,MatchedPkts,TotalPkts,ElapsedSec
BPSK,0.0314,0.0628,0.025,32,0.25,0.005,1.0008,software,50.0,0.0125,5,10,0.0832829475402832
BPSK,0.0314,0.0628,0.5,32,0.08,0.005,0.9992,software,0.0,0.025,0,10,0.10058069229125977
QPSK,0.0314,0.0628,0.25,24,0.0,0.005,0.9996,hardware,80.0,0.1,8,10,0.0676569938659668
QPSK,0.0314,0.0628,1.0,64,0.18,0.005,0.9992,software,0.0,0.025,0,10,0.09824395179748535
BPSK,0.0314,0.0628,1.0,64,0.05,0.005,1.0004,hardware,0.0,0.025,0,10,0.08399248123168945
BPSK,0.0314,0.0628,0.5,32,0.5,0.005,1.0004,software,0.0,0.025,0,10,0.1057891845703125
BPSK,0.0314,0.0628,0.01,32,0.0,0.005,0.9996,software,90.0,0.0,9,10,0.12558865547180176
QPSK,0.0314,0.0628,1.0,32,0.5,0.005,1.0001,hardware,0.0,0.025,0,10,0.11220598220825195
QPSK,0.14,0.1,0.025,32,0.02,0.03,1.0,hardware,80.0,0.005000000000000001,8,10,0.1228334903717041
BPSK,0.0314,0.0628,0.055,16,0.05,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.09949064254760742
BPSK,0.0314,0.0628,0.055,64,0.0,0.005,0.9999,hardware,40.0,0.3,4,10,0.14444947242736816
BPSK,0.075,0.1,0.025,32,0.02,0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.09667611122131348
BPSK,0.0314,0.09,0.23,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.08293914794921875
QPSK,0.0314,0.0628,0.5,64,0.05,0.005,0.9999,hardware,0.0,0.025,0,10,0.08473014831542969
BPSK,0.0314,0.0628,0.5,48,0.02,0.005,0.9992,hardware,0.0,0.025,0,10,0.08587336540222168
BPSK,0.0314,0.0628,1.0,32,0.02,0.005,1.0004,software,0.0,0.025,0,10,0.07247066497802734
BPSK,0.0314,0.0628,0.01,64,0.18,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.08806490898132324
BPSK,0.0314,0.0628,0.25,64,0.02,0.005,0.9992,software,20.0,0.020000000000000004,2,10,0.0887610912322998
BPSK,0.7,0.1,0.025,32,0.02,-0.02,1.0,hardware,0.0,0.025,0,10,0.06110858917236328
BPSK,0.0314,0.0628,0.055,64,0.25,0.005,0.9996,hardware,80.0,0.005000000000000001,8,10,0.08092164993286133
BPSK,0.0314,0.0628,1.0,24,0.18,0.005,1.0004,software,0.0,0.025,0,10,0.07303190231323242
QPSK,0.0314,0.165,0.3,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.09828567504882812
QPSK,0.0314,0.0628,0.115,64,0.12,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.07433557510375977
QPSK,0.0314,0.2,0.115,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.07643246650695801
BPSK,0.0314,0.2,0.035,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07581138610839844
BPSK,0.0314,0.0628,0.115,24,0.08,0.005,1.0001,hardware,60.0,0.010000000000000002,6,10,0.06818795204162598
BPSK,0.0314,0.0628,0.5,48,0.5,0.005,0.9999,hardware,0.0,0.025,0,10,0.10484194755554199
QPSK,0.0314,0.0628,0.025,64,0.08,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.06420397758483887
QPSK,0.0314,0.0628,0.055,64,0.18,0.005,1.0008,software,90.0,0.0025000000000000005,9,10,0.07713675498962402
BPSK,0.0314,0.0628,0.055,48,0.0,0.005,1.0004,software,80.0,0.1,8,10,0.09832310676574707
BPSK,0.0314,0.0628,0.01,64,0.08,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.09060120582580566
BPSK,0.0314,0.0628,0.055,64,0.25,0.005,1.0008,software,70.0,0.0075,7,10,0.09751248359680176
QPSK,0.0314,0.0628,0.115,64,0.02,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.07652473449707031
BPSK,0.0314,0.0628,0.01,16,0.0,0.005,1.0,hardware,90.0,0.0,9,10,0.08605837821960449
QPSK,0.0314,0.0628,0.025,64,0.25,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.11930131912231445
BPSK,0.0314,0.0628,0.25,16,0.35,0.005,1.0004,software,30.0,0.017499999999999998,3,10,0.0987088680267334
BPSK,0.0314,0.055,0.23,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.08039259910583496
QPSK,0.0314,0.0628,0.01,64,0.18,0.005,0.9996,hardware,80.0,0.005000000000000001,8,10,0.0730142593383789
BPSK,0.0314,0.0628,0.5,24,0.35,0.005,1.0008,hardware,0.0,0.025,0,10,0.06449747085571289
QPSK,0.0314,0.0628,0.5,48,0.05,0.005,1.0004,hardware,0.0,0.025,0,10,0.07523655891418457
QPSK,0.0314,0.0628,0.025,24,0.12,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.073028564453125
BPSK,0.0314,0.0628,0.01,64,0.08,0.005,1.0008,software,50.0,0.0125,5,10,0.09974122047424316
QPSK,0.0314,0.0628,0.115,16,0.18,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07366323471069336
QPSK,0.0314,0.0628,1.0,16,0.12,0.005,1.0001,hardware,0.0,0.025,0,10,0.09676766395568848
QPSK,0.0314,0.1,0.025,32,0.02,0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.0637826919555664
QPSK,0.0314,1.0,0.3,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.09405732154846191
BPSK,0.0314,0.0628,0.25,16,0.0,0.005,1.0008,software,30.0,0.35,3,10,0.08173823356628418
BPSK,0.0314,0.165,0.23,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06618571281433105
BPSK,0.0314,0.0628,0.01,48,0.08,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.08333468437194824
BPSK,0.0314,0.0628,1.0,24,0.0,0.005,0.9996,software,0.0,0.5,0,10,0.06739640235900879
BPSK,0.0314,0.11,0.23,32,0.15,0.0,1.0,software,50.0,0.0125,5,10,0.1016545295715332
QPSK,0.0314,0.0628,0.145,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07681846618652344
BPSK,0.0314,0.165,0.01,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.06323957443237305
BPSK,0.25,0.1,0.025,32,0.02,-0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07383465766906738
BPSK,0.0314,0.0628,0.115,32,0.0,0.005,1.0001,hardware,30.0,0.35,3,10,0.08686542510986328
BPSK,0.0314,0.0628,1.0,32,0.08,0.005,0.9992,software,0.0,0.025,0,10,0.08367109298706055
BPSK,0.026,0.03,0.025,32,0.02,0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.06212139129638672
BPSK,0.35,0.0628,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08364725112915039
BPSK,0.0314,0.0628,1.0,48,0.35,0.005,1.0008,hardware,0.0,0.025,0,10,0.0695950984954834
QPSK,0.0314,0.0628,0.115,16,0.5,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.08574151992797852
BPSK,0.0314,0.0628,0.055,64,0.12,0.005,1.0001,software,70.0,0.0075,7,10,0.11169981956481934
QPSK,0.0314,0.0628,0.01,32,0.02,0.005,1.0008,software,30.0,0.017499999999999998,3,10,0.07808995246887207
QPSK,0.0314,0.0628,0.5,16,0.08,0.005,1.0,hardware,0.0,0.025,0,10,0.07730364799499512
QPSK,0.0314,0.0628,1.0,24,0.35,0.005,0.9996,hardware,0.0,0.025,0,10,0.08221650123596191
BPSK,0.25,0.03,0.025,32,0.02,0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08002328872680664
QPSK,0.0314,0.0628,0.055,24,0.12,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.07367372512817383
BPSK,0.026,0.1,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07389163970947266
BPSK,0.0314,0.0628,1.0,32,0.12,0.005,1.0001,software,0.0,0.025,0,10,0.09404206275939941
BPSK,0.0314,0.0628,0.055,64,0.5,0.005,0.9996,hardware,60.0,0.010000000000000002,6,10,0.0719306468963623
BPSK,0.005,0.03,0.025,32,0.02,0.03,1.0,software,60.0,0.010000000000000002,6,10,0.08787965774536133
QPSK,0.0314,0.0628,0.5,16,0.0,0.005,1.0004,hardware,80.0,0.1,8,10,0.10395956039428711
QPSK,0.0314,0.01,0.09,32,0.15,0.0,1.0,software,20.0,0.020000000000000004,2,10,0.10553908348083496
QPSK,0.0314,0.0628,0.025,16,0.02,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.08426642417907715
BPSK,0.0314,0.0628,0.055,64,0.02,0.005,1.0008,hardware,50.0,0.0125,5,10,0.10469841957092285
QPSK,0.0314,0.0628,0.025,24,0.05,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.09908056259155273
QPSK,0.042,0.03,0.025,32,0.02,-0.01,1.0,hardware,80.0,0.005000000000000001,8,10,0.10041284561157227
BPSK,0.0314,0.0628,0.25,24,0.18,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.14096760749816895
BPSK,0.0314,0.0628,0.5,64,0.0,0.005,1.0,hardware,0.0,0.5,0,10,0.06992030143737793
QPSK,0.0314,0.0628,0.055,64,0.35,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.08694219589233398
BPSK,0.19,0.1,0.025,32,0.02,-0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.09409689903259277
BPSK,0.0314,0.0628,0.5,16,0.08,0.005,0.9996,software,0.0,0.025,0,10,0.06908345222473145
BPSK,0.0314,0.0628,1.0,32,0.18,0.005,0.9999,hardware,0.0,0.025,0,10,0.05823183059692383
BPSK,0.0314,0.0628,0.115,16,0.0,0.005,1.0008,hardware,80.0,0.1,8,10,0.0793464183807373
BPSK,0.0314,0.0628,0.5,32,0.18,0.005,1.0001,hardware,0.0,0.025,0,10,0.09041643142700195
BPSK,0.0314,0.0628,0.055,48,0.12,0.005,1.0008,software,90.0,0.0025000000000000005,9,10,0.10272812843322754
QPSK,0.0314,0.165,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.09684610366821289
BPSK,0.0314,0.045,0.5,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.10670590400695801
QPSK,0.0314,0.0628,0.055,32,0.5,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.09274458885192871
QPSK,0.0314,0.0628,0.055,64,0.25,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07590198516845703
QPSK,0.0314,0.0628,1.0,32,0.25,0.005,0.9992,software,0.0,0.025,0,10,0.06337952613830566
BPSK,0.14,0.03,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.07050466537475586
BPSK,0.0314,0.0628,0.115,32,0.5,0.005,0.9992,hardware,50.0,0.0125,5,10,0.07613730430603027
BPSK,0.0314,0.0628,0.25,48,0.18,0.005,1.0,software,40.0,0.015,4,10,0.0930318832397461
BPSK,1.0,0.0628,0.025,32,0.02,0.0,1.0,hardware,0.0,0.025,0,10,0.08647561073303223
QPSK,0.0314,0.055,0.045,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.11481881141662598
QPSK,0.0314,0.0628,0.115,48,0.0,0.005,0.9992,software,90.0,0.0,9,10,0.08751797676086426
BPSK,0.0314,0.0628,0.025,24,0.05,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07896971702575684
QPSK,0.0314,0.0628,0.025,48,0.0,0.005,0.9992,hardware,90.0,0.0,9,10,0.07665801048278809
QPSK,0.0314,0.0628,0.025,64,0.0,0.005,0.9999,hardware,90.0,0.0,9,10,0.08226585388183594
BPSK,0.0314,0.0628,0.5,48,0.25,0.005,1.0008,hardware,0.0,0.025,0,10,0.07200908660888672
QPSK,0.0314,0.0628,0.115,24,0.35,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.08371090888977051
QPSK,0.0314,0.0628,0.055,48,0.0,0.005,1.0004,software,90.0,0.0,9,10,0.09124517440795898
QPSK,0.0314,0.0628,0.25,48,0.5,0.005,0.9996,software,80.0,0.005000000000000001,8,10,0.07132458686828613
QPSK,0.0314,0.0628,0.055,64,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.05549120903015137
BPSK,0.0314,0.135,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.04691505432128906
QPSK,0.042,0.0628,0.025,32,0.02,0.02,1.0,hardware,90.0,0.0025000000000000005,9,10,0.05292344093322754
QPSK,0.0314,0.018,0.07,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.05313301086425781
QPSK,0.0314,0.5,0.115,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.0941009521484375
QPSK,0.0314,0.0628,0.115,24,0.25,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.05432009696960449
BPSK,0.0314,0.0628,0.025,64,0.08,0.005,0.9992,software,70.0,0.0075,7,10,0.07749342918395996
BPSK,0.0314,0.005,0.7,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.06586503982543945
BPSK,0.0314,0.0628,0.025,48,0.35,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.05515861511230469
BPSK,0.14,0.03,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.06190896034240723
BPSK,0.0314,0.0628,0.01,16,0.05,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.057057857513427734
BPSK,0.0314,0.0628,0.25,32,0.02,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.05256175994873047
BPSK,0.0314,0.055,0.4,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0663907527923584
BPSK,0.0314,0.01,0.018,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.0686495304107666
QPSK,0.018,0.03,0.025,32,0.02,-0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.056766510009765625
BPSK,0.0314,0.0628,0.25,48,0.05,0.005,0.9999,hardware,70.0,0.0075,7,10,0.054960012435913086
BPSK,0.0314,0.0628,0.5,24,0.25,0.005,0.9999,software,0.0,0.025,0,10,0.06313562393188477
QPSK,0.0314,0.0628,0.025,32,0.12,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.060212135314941406
QPSK,0.0314,0.0628,0.25,32,0.5,0.005,1.0008,hardware,50.0,0.0125,5,10,0.05556488037109375
QPSK,0.0314,0.0628,0.115,24,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.056264400482177734
BPSK,0.0314,0.0628,0.115,64,0.08,0.005,1.0008,hardware,60.0,0.010000000000000002,6,10,0.07257747650146484
QPSK,0.0314,0.0628,0.5,32,0.12,0.005,0.9992,software,0.0,0.025,0,10,0.06038784980773926
QPSK,0.0314,0.0628,0.115,48,0.02,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.0617833137512207
QPSK,0.0314,0.0628,0.115,64,0.5,0.005,0.9992,hardware,80.0,0.005000000000000001,8,10,0.05468010902404785
QPSK,0.0314,0.03,0.025,32,0.02,0.0,1.0,hardware,90.0,0.0025000000000000005,9,10,0.06418061256408691
BPSK,0.0314,0.0628,0.055,16,0.02,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.07558846473693848
BPSK,0.0314,0.0628,0.115,64,0.35,0.005,0.9992,software,40.0,0.015,4,10,0.06960844993591309
BPSK,0.0314,0.0628,0.25,32,0.5,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.06150031089782715
QPSK,0.0314,0.0628,0.025,16,0.08,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.06042003631591797
QPSK,0.005,0.0628,0.025,32,0.02,0.02,1.0,hardware,80.0,0.005000000000000001,8,10,0.05913352966308594
QPSK,0.0314,0.35,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.06534337997436523
BPSK,0.0314,0.0628,1.0,16,0.0,0.005,1.0,software,0.0,0.5,0,10,0.05527472496032715
BPSK,0.0314,0.0628,1.0,64,0.35,0.005,0.9999,software,0.0,0.025,0,10,0.06589984893798828
BPSK,0.0314,0.0628,0.5,32,0.0,0.005,1.0008,software,0.0,0.5,0,10,0.05317401885986328
QPSK,0.0314,0.0628,0.115,24,0.5,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.05996537208557129
QPSK,0.0314,0.0628,0.5,32,0.18,0.005,1.0001,software,0.0,0.025,0,10,0.0735933780670166
BPSK,0.0314,0.0628,0.01,24,0.25,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.05663418769836426
QPSK,0.0314,0.0628,0.25,64,0.18,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.09576749801635742
BPSK,0.0314,0.0628,0.5,64,0.12,0.005,0.9996,software,0.0,0.025,0,10,0.0848989486694336
BPSK,0.042,0.0628,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.05969810485839844
QPSK,0.0314,0.03,0.025,32,0.02,0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.05600905418395996
BPSK,0.0314,0.0628,0.115,16,0.35,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06072545051574707
QPSK,1.0,0.0628,0.025,32,0.02,0.02,1.0,software,0.0,0.025,0,10,0.05751371383666992
BPSK,0.0314,0.0628,0.5,16,0.0,0.005,0.9992,software,0.0,0.5,0,10,0.05747032165527344
QPSK,0.0314,0.0628,0.025,24,0.05,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06937026977539062
QPSK,0.0314,0.2,0.115,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.0478510856628418
BPSK,0.0314,0.0628,0.055,16,0.5,0.005,1.0008,hardware,70.0,0.0075,7,10,0.053905487060546875
BPSK,0.0314,0.0628,0.01,48,0.12,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.06885337829589844
BPSK,0.0314,0.0628,0.055,48,0.35,0.005,1.0008,software,20.0,0.020000000000000004,2,10,0.0678243637084961
QPSK,0.0314,0.0628,0.5,32,0.05,0.005,1.0008,software,0.0,0.025,0,10,0.05901741981506348
BPSK,0.0314,0.7,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06925702095031738
QPSK,0.0314,0.0628,0.25,16,0.05,0.005,0.9992,software,70.0,0.0075,7,10,0.05867290496826172
BPSK,0.0314,0.0628,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.07038617134094238
QPSK,0.0314,0.0628,0.01,48,0.35,0.005,1.0001,hardware,80.0,0.005000000000000001,8,10,0.06455636024475098
QPSK,0.01,0.1,0.025,32,0.02,0.03,1.0,hardware,0.0,0.025,0,10,0.05622148513793945
BPSK,0.0314,0.0628,0.115,64,0.35,0.005,1.0,hardware,50.0,0.0125,5,10,0.05587148666381836
QPSK,0.0314,0.0628,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.053880929946899414
QPSK,0.0314,0.0628,1.0,48,0.12,0.005,0.9996,software,0.0,0.025,0,10,0.05242347717285156
QPSK,0.0314,0.0628,0.01,48,0.5,0.005,1.0001,software,80.0,0.005000000000000001,8,10,0.05540156364440918
QPSK,0.0314,0.0628,0.5,32,0.18,0.005,0.9996,hardware,0.0,0.025,0,10,0.05441880226135254
QPSK,0.0314,0.0628,1.0,16,0.0,0.005,1.0008,software,0.0,0.5,0,10,0.06612610816955566
BPSK,0.0314,0.0628,0.25,32,0.0,0.005,0.9992,hardware,0.0,0.5,0,10,0.0671393871307373
BPSK,0.026,0.1,0.025,32,0.02,-0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.08056426048278809
QPSK,1.0,0.0628,0.025,32,0.02,-0.01,1.0,hardware,0.0,0.025,0,10,0.07420086860656738
QPSK,0.0314,0.0628,0.25,48,0.08,0.005,0.9992,software,40.0,0.015,4,10,0.07728362083435059
BPSK,0.0314,0.0628,0.025,48,0.5,0.005,1.0001,hardware,60.0,0.010000000000000002,6,10,0.07272529602050781
QPSK,0.0314,0.0628,0.025,64,0.05,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.08176851272583008
QPSK,0.0314,0.0628,1.0,32,0.35,0.005,1.0004,hardware,0.0,0.025,0,10,0.08866524696350098
BPSK,0.0314,0.0628,0.025,48,0.0,0.005,0.9992,software,30.0,0.35,3,10,0.08809900283813477
QPSK,0.0314,0.0628,0.25,48,0.12,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.06995654106140137
QPSK,0.0314,0.0628,0.025,24,0.08,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.10656046867370605
QPSK,0.0314,0.0628,0.5,16,0.35,0.005,0.9996,hardware,40.0,0.015,4,10,0.06322145462036133
BPSK,0.0314,0.0628,0.25,48,0.18,0.005,0.9996,hardware,10.0,0.022500000000000003,1,10,0.08047199249267578
BPSK,0.0314,0.0628,0.115,16,0.08,0.005,1.0004,hardware,80.0,0.005000000000000001,8,10,0.095855712890625
QPSK,0.0314,0.0628,0.25,64,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.0849006175994873
QPSK,0.0314,0.0628,0.055,64,0.25,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08908534049987793
BPSK,0.0314,0.0628,0.01,16,0.25,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.09495282173156738
BPSK,0.0314,0.0628,0.25,32,0.18,0.005,1.0001,software,70.0,0.0075,7,10,0.07358264923095703
BPSK,0.0314,0.0628,1.0,24,0.02,0.005,1.0,hardware,0.0,0.025,0,10,0.09482336044311523
QPSK,0.0314,0.0628,1.0,32,0.02,0.005,1.0004,software,0.0,0.025,0,10,0.07055449485778809
BPSK,0.0314,0.0628,0.5,48,0.12,0.005,0.9992,hardware,0.0,0.025,0,10,0.09702658653259277
QPSK,0.0314,0.0628,1.0,16,0.05,0.005,1.0001,hardware,0.0,0.025,0,10,0.07778739929199219
QPSK,0.0314,0.0628,0.025,32,0.05,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.06646728515625
BPSK,0.0314,0.0628,0.01,24,0.18,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.07150936126708984
BPSK,0.0314,0.0628,0.115,64,0.5,0.005,1.0,software,30.0,0.017499999999999998,3,10,0.10196065902709961
QPSK,0.0314,0.0628,0.25,48,0.08,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0920414924621582
QPSK,0.042,0.03,0.025,32,0.02,-0.03,1.0,software,70.0,0.0075,7,10,0.06540083885192871
BPSK,0.0314,0.045,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.07753300666809082
QPSK,0.0314,0.0628,0.25,64,0.35,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.08534359931945801
BPSK,0.0314,0.0628,0.055,24,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.0873420238494873
QPSK,0.0314,0.0628,0.01,24,0.05,0.005,1.0004,hardware,50.0,0.0125,5,10,0.08769416809082031
BPSK,0.0314,0.0628,0.01,48,0.05,0.005,0.9992,software,40.0,0.015,4,10,0.09620332717895508
QPSK,0.0314,0.0628,0.025,16,0.0,0.005,1.0004,hardware,90.0,0.0,9,10,0.09252691268920898
QPSK,0.0314,0.0628,0.055,16,0.35,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.07896137237548828
QPSK,0.042,0.0628,0.025,32,0.02,0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.07812166213989258
QPSK,0.0314,0.0628,1.0,16,0.02,0.005,1.0004,hardware,0.0,0.025,0,10,0.08749055862426758
BPSK,0.0314,0.0628,0.115,16,0.5,0.005,1.0,hardware,80.0,0.005000000000000001,8,10,0.08852076530456543
BPSK,0.0314,0.0628,0.25,24,0.5,0.005,1.0004,hardware,40.0,0.015,4,10,0.0794670581817627
BPSK,0.0314,0.0628,0.025,16,0.12,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.06492233276367188
BPSK,0.0314,0.0628,0.025,32,0.12,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.08275532722473145
BPSK,0.0314,0.0628,1.0,16,0.5,0.005,0.9999,software,0.0,0.025,0,10,0.08328890800476074
QPSK,0.0314,0.0628,0.055,24,0.35,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.08130216598510742
BPSK,0.0314,0.0628,0.055,64,0.18,0.005,1.0,hardware,70.0,0.0075,7,10,0.08676528930664062
QPSK,0.0314,0.0628,1.0,48,0.25,0.005,1.0,software,0.0,0.025,0,10,0.11933159828186035
BPSK,0.0314,0.0628,0.5,32,0.0,0.005,1.0004,hardware,0.0,0.5,0,10,0.07742595672607422
BPSK,0.14,0.03,0.025,32,0.02,-0.02,1.0,software,90.0,0.0025000000000000005,9,10,0.08852767944335938
BPSK,0.0314,0.0628,0.025,16,0.08,0.005,1.0008,software,80.0,0.005000000000000001,8,10,0.09337997436523438
BPSK,0.0314,0.0628,0.055,32,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.06613874435424805
QPSK,0.0314,0.0628,0.025,24,0.35,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.07133865356445312
BPSK,0.0314,0.0628,0.055,24,0.05,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.07248759269714355
QPSK,0.0314,0.165,0.055,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08221602439880371
QPSK,0.0314,0.0628,0.025,32,0.18,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.0663447380065918
BPSK,0.19,0.1,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.08085203170776367
QPSK,0.0314,0.005,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0620722770690918
QPSK,0.0314,0.0628,0.025,32,0.25,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.07073378562927246
QPSK,0.7,0.0628,0.025,32,0.02,0.02,1.0,software,0.0,0.025,0,10,0.07896542549133301
BPSK,0.0314,0.0628,0.055,32,0.18,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.07461953163146973
QPSK,0.0314,0.0628,1.0,16,0.0,0.005,0.9999,software,0.0,0.5,0,10,0.07626128196716309
BPSK,0.0314,0.0628,0.055,48,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.09183359146118164
QPSK,0.0314,0.0628,0.115,48,0.25,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.08714437484741211
QPSK,0.0314,0.0628,0.5,48,0.12,0.005,1.0001,hardware,0.0,0.025,0,10,0.07411551475524902
QPSK,0.5,0.0628,0.025,32,0.02,0.01,1.0,software,0.0,0.025,0,10,0.06589078903198242
QPSK,0.0314,0.0628,0.025,48,0.02,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.06266522407531738
BPSK,0.0314,0.0628,0.025,24,0.25,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.07200503349304199
BPSK,0.0314,0.0628,0.115,64,0.18,0.005,1.0008,software,70.0,0.0075,7,10,0.09422492980957031
QPSK,0.0314,0.0628,0.055,24,0.05,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.08341312408447266
QPSK,0.0314,0.0628,0.115,64,0.0,0.005,0.9992,hardware,90.0,0.0,9,10,0.08267521858215332
